12-31 	19376	0	祝大家新年快乐，在2017年有个好收成！！！	祝大家新年快乐，在2017年有个好收成！！！	
12-28 	15979	1	若低开，则今天还有凌厉一跌。拉升还早，不要奢望。	若低开，则今天还有凌厉一跌。拉升还早，不要奢望。	果然如预料之中的低开，准备好了，开始跌了。到15 
12-28 	14487	0	今天，请散户们这样操作，16.08元己下单，等尾部拉升。明天再跌一个多点买回。	今天，请散户们这样操作，16.08元己下单，等尾部拉升。明天再跌一个多点买回。	
12-27 	12967	0	等新股解套在进701相对股价比较安全！这几天量稍微放大了点等哪天放量下跌留个下影	等新股解套在进701相对股价比较安全！这几天量稍微放大了点等哪天放量下跌留个下影线第二天微涨我就进来	
12-27 	13421	0	走势请参考603009北特科技，一模一样，就这两天！	走势请参考603009北特科技，一模一样，就这两天！	
12-27 	11881	0	15.48#200手被吃了，明天两毛钱t接回。15.28挂买单！	15.48#200手被吃了，明天两毛钱t接回。15.28挂买单！	
12-27 	12614	0	大黑马 必定是跨界者 所以要重点关注跨行业的股票－－大牛股百大集团	百元大票 百大600865的俗名 名字特响亮 三江购物的股价有点高不可攀 百元大票肯定会成为第二只三江购物！在淅江正宗阿里新零售，唯我杭州百大集团600865可以取代三江购物做新龙头！百大，肿瘤医院，已内部敲定。一个肿瘤药的概念，可以让股票翻了好几倍。百大第一目标必将突破三十元。百元大票＝百大，股票上都写明了是百元，你都不敢买，怕风险，那最好不要炒股就没有风险！内传香溢融通600830和中烟要搞点股权置换 中烟要注入优质资产	
12-27 	12995	0	这垃圾处于下跌趋势、尾盘异动是诱多。。。	这垃圾处于下跌趋势、尾盘异动是诱多。。。	
12-27 	12306	0	圈钱与减持太疯狂！几万亿大小非疯狂减持！连大股东都有清仓行为！几万亿坏帐等着股民	圈钱与减持太疯狂！几万亿大小非疯狂减持！连大股东都有清仓行为！几万亿坏帐等着股民买单！几万亿中概股全部回来圈钱！新三板转板！债务严重！大暴跌！！！！	
12-27 	13246	1	揣测尾盘异动的原因	连续三个交易日尾盘拉升后有一定幅度的回落，也许是在训练散户形成固定思维模式。早晚有一天会拉起来不再回落，或砸下去不再拉起。不管我的判断对否，我将选择就地卧倒，不再做差。避免更大仓位被套或一部分筹码被甩。	今天后的一段时间也将不再发言 
12-27 	10299	0	释疑者很久没来释疑了，来释下这几天尾盘异动的疑吧	释疑者很久没来释疑了，来释下这几天尾盘异动的疑吧	
12-27 	10402	0	总算尾盘出光！估计还要跌，几天庄跑了不少！等13再考虑进了。	总算尾盘出光！估计还要跌，几天庄跑了不少！等13再考虑进了。	
12-27 	11519	1	早上15.5出了，下午15.25再接回来。	早上15.5出了，下午15.25再接回来。	信达就该这么玩！！！ 
12-27 	10372	0	能是啥情况，垃圾公司，垃圾老总，垃圾中的垃圾，次，t	能是啥情况，垃圾公司，垃圾老总，垃圾中的垃圾，次，t	
12-27 	10813	0	目前为止，大单已经砸出去了两万多手了。这样子，没戏了	目前为止，大单已经砸出去了两万多手了。这样子，没戏了	
12-27 	11114	0	昨天尾盘买的这会儿应该全出了吧，实在不明白这么做是为了什么，够付手续费的吗	昨天尾盘买的这会儿应该全出了吧，实在不明白这么做是为了什么，够付手续费的吗	
12-27 	10905	0	昨天我说，尾盘偷袭的是另外的主力，要是老主力或机构对敲，今天最获利的方法是直接拉	昨天我说，尾盘偷袭的是另外的主力，要是老主力或机构对敲，今天最获利的方法是直接拉一字板。低开是想干吗？多想想吧！	
12-26 	12850	0	信达的年报好像都在四月份吧？如果有高送转大约会在什么时候公布？请大神指教！谢谢！	信达的年报好像都在四月份吧？如果有高送转大约会在什么时候公布？请大神指教！谢谢！	
12-26 	14105	0	厦门信达开盘收盘那几笔成交量	厦门信达开盘收盘那几笔成交量，有点像大股东增持	
12-26 	15449	0	我研究了一下，确定尾盘偷袭的不是一个主力。有两方，一方在15.25的时候出货30	我研究了一下，确定尾盘偷袭的不是一个主力。有两方，一方在15.25的时候出货3000手，就是这一段时间一直偷摸出货的那个。后面尾盘偷袭的，和早盘15.68买单是同一主力。他们俩在打架。因为留给他们的时间不多了。马上解禁，接近过年。一方需要红利过年。不想再等，吃口肉再说。一方还没有收集够筹码。就这样。	
12-26 	11757	0	今天的情况就是下午其他个股开始大幅度反弹，信达却趴窝不动了。。。老套路	今天的情况就是下午其他个股开始大幅度反弹，信达却趴窝不动了。。。老套路	
12-26 	10485	0	600130不是冷，就是冷+ 冷冷。	那些说南洋开盘会补跌的人，求你们记得开盘的时候打跌停板价卖出，谢谢，千万不要自己	
12-26 	13149	1	现在还在卖701的人，你可以退出股市了。	现在还在卖701的人，你可以退出股市了。	技术派周五已经开始抢筹，底部已经探明。 
12-25 	11309	0	这大盘成交量不缩到一千五百亿，短线都没法玩	这大盘成交量不缩到一千五百亿，短线都没法玩	
12-25 	13666	0	公告 为什么是空的  净资产少了5元	这个公司 应该有问题 净资产 最近 突然少了5元 也不做解释 为什么呢 因为他们知道 小散没有话语权 公告也是空的 他们想做什么做什么 不过这些都很可疑	
12-24 	13538	0	能够控制情绪和欲望，往往意味着掌控了成功的主	能够控制情绪和欲望，往往意味着掌控了成功的主	
12-24 	13116	0	讨论下：跌破解禁股发行价你会再加仓吗？	当前价格，仅仅一个跌停就到了，是时候思考这个问题了。	
12-24 	13637	0	延续之前标题——股市2-3跌，周四或变盘，明天	延续之前标题——股市2-3跌，周四或变盘，明天	
12-23 	13393	0	哈 哈   笑笑  笑  说   不是  梦   、   这  股  在近  几	哈 哈 笑笑 笑 说 不是 梦 、 这 股 在近 几天 之内 、 必 有 争 见 一 涨停 、 这是 好 的 预 期 呀 、 不知 会见 着 么 …… ！！！	
12-23 	16007	1	强拉尾盘，大概率是？	1、尚未出完？2、庄家还在？3、避免抢筹？	只有第二点是确定的。第一点概率较大，第三点的可能性不大。 
12-23 	13974	0	此股跌了，没希望了，快跑，还来的及。一年都没涨。	此股跌了，没希望了，快跑，还来的及。一年都没涨。	
12-23 	12549	0	对于你这样的垃圾、我也没有更多的语言能形容你了、真能说我操你妈逼	对于你这样的垃圾、我也没有更多的语言能形容你了、真能说我操你妈逼	
12-23 	13747	0	好样的！今天先把15元踩到脚下！！下周直接砸破14，离目标十三年前可期！！！	好样的！今天先把15元踩到脚下！！下周直接砸破14，离目标十三年前可期！！！	
12-23 	16060	1	悄悄的问声冻迷	二次募集20多亿，分脏分完没？明年又可圈了。	20多亿，永续债，股权转让，总计30多亿，存余额宝，一年起码有2亿利润，一群猪宠。 
12-23 	13546	0	眼看 就要破15了  游戏结束了	短期的横盘诱惑结束了 目标还是破15 到底多少是底 这个我可不知道 从短期的盘面看 是这样的	
12-23 	15395	0	为什么每股净资产各不相同呢？有的只有7.87	为什么每股净资产各不相同呢？有的只有7.87	
12-22 	13804	0	狗屁公司，没钱，发短期债券，又做股权转让。还不如拉高点出点货，钱来得快一点，对投	狗屁公司，没钱，发短期债券，又做股权转让。还不如拉高点出点货，钱来得快一点，对投资者也有回报。但该股庄家想压低收货，明天大家低位和庄家抢一点！	
12-22 	14774	0	近期有解禁的股票千万不要碰！奇新-思维等都是先例！	近期有解禁的股票千万不要碰！奇新-思维等都是先例！	
12-22 	14519	0	不是我危言耸听	这大盘成交量不缩到一千五百亿，短线都没法玩	
12-22 	12537	0	股吧突然之间冒出来不少托，还是一波人，大家擦亮眼睛。感觉不怀好意。	股吧突然之间冒出来不少托，还是一波人，大家擦亮眼睛。感觉不怀好意。	
12-22 	11861	0	没有买卖 就没有杀戮 管住你的手	这票主力都已出货 都是小散 所以 不要自相残杀 没有买卖 就没有杀戮 管住你的手	
12-22 	12725	0	主力看来真是有账要还 不停地抛盘	今天 对于 信达 算是大跌了 昨天就是要跑 今天算是忍不住了 年底还账 很正常	
12-22 	13094	0	日线macd明天支持泛红破0轴`	日线macd明天支持泛红破0轴，以带量大阳为判断，30分钟线量在价先，明天第一个30k线可辩真伪	
12-22 	12759	0	今天走势分析，明天高开概率大`	今天走势分析，明天高开概率大，早盘30分钟内16"64必须突破，否则撤退	
12-22 	11211	0	我认为走势可能会慢慢修复均线，一二个交易日`	我认为走势可能会慢慢修复均线，一二个交易日均线就会走好，下周三前，最迟周四早上，应该会有一波较好的拉升。	
12-22 	11058	0	看到很多朋友割肉走了，仓心痛不已`	看到很多朋友割肉走了，仓心痛不已，这拨割肉走的，都是20的本的朋友，都是当时娜娜爱谈生命线时忽悠下来的朋友	
12-22 	12417	1	今天估计收在16.2左右，如果不能`	今天估计收在16.2左右，如果不能收在此点位附近，可以暂时出局。	这估计估的.......根本没这可能性 
12-22 	9834	0	现在放弃生命走了！信仓的朋友留下来`	现在放弃生命走了！信仓的朋友留下来，仓是解套大师，带你们走向新生！点赞吧！	
12-22 	10597	1	希望能走出逼空态势，同时macd再次`	希望能走出逼空态势，同时macd再次泛红，则一山更比一山高，模年线是必须的	你就被大家关注 
12-22 	9422	0	福建有三只股票我经常玩的，都算是牛股`	福建有三只股票我经常玩的，都算是牛股。第一个就是福晶科技，第二个就是平潭发展，第三个就是信达	
12-22 	9503	0	小散 为什么他一跑  你就买呢	我一直 就想不明白 明明一个 下跌趋势的票 主力抛盘这么多 小散还在不停地买 这可能吗	
12-22 	10063	1	瞬间的下跌居然可以吞没四天的涨幅。	况且大盘并没有破位，没有这么洗盘的，什么情况？会否存有尚未公布的利空？轻易不敢加仓了。	二八转换难以成功，小盘股的春天很可能来不了了。 
12-22 	9243	0	在00701，我感到了深深的绝望。留下了恶心，我离开这里了。	在00701，我感到了深深的绝望。留下了恶心，我离开这里了。	
12-21 	10005	0	收评：两市宽幅震荡演过山车行情 沪指跌0.46%资	收评：两市宽幅震荡演过山车行情 沪指跌0.46%资	
12-21 	12395	0	定增机构13.6元，即将解禁，止跌	该股在熊市里已经很给力了，机构定增13.6元，一年15%收益，比起大面积跌破定增价的不知道好了多少	
12-21 	11132	0	海利得2016年拟10转15派5元 12-21 17:10来源：同花顺综合 3	海利得2016年拟10转15派5元12-21 17:10来源：同花顺综合3条评论海利得控股股东、实际控制人高利民先生提议，以现有总股本 487,229,458 股作为股本基数，向全体股东每 10 股派送现金红利 5 元(含税) ,合计派发现金红利人民币 243,614,729.00 元；同时以资本公积转增股本，每 10 股转增 15 股，转增后公司总股本将增至 1,218,073,645 股。	
12-21 	9653	0	期货爆涨，信达做期货的，为何不涨呢？是不是16年年报要大幅下降？	期货爆涨，信达做期货的，为何不涨呢？是不是16年年报要大幅下降？	
12-21 	9794	0	用四川话来说厦门信达就是个龟儿子，滚球 爬起走	用四川话来说厦门信达就是个龟儿子，滚球 爬起走	
12-21 	9697	0	本来我以为这个主力胸有大志，忍辱负重，没有想到真相是此庄就是一傻逼	本来我以为这个主力胸有大志，忍辱负重，没有想到真相是此庄就是一傻逼	
12-20 	9787	0	很多小盘股都已经填补跳空大缺口了。这垃圾还趴着。	很多小盘股都已经填补跳空大缺口了。这垃圾还趴着。	
12-20 	11457	0	牛逼呀，四连阳了，真霸气！！等你到13元	牛逼呀，四连阳了，真霸气！！等你到13元	
12-20 	11670	1	大盘能否有效跌破半年线非常关键	该股已拒绝跟跌，随时会有长阳拔起的可能。之所以主力在15.4附近墨迹，并非吸筹（此处该走的筹码早就跑光了），主要还是顾虑大盘能否挺住。	因此，此处不宜减仓也不宜加仓。卧倒观察吧。 
12-20 	20670	0	被套的原因	　　1、因为大盘原因被套。　　判断大盘涨跌趋势的重要标准就是成交量变化与重要均线方向变化。如果大盘的运行趋势有系统性风险的征兆,应该果断的认赔卖出股票,如果因为个股原因你出现犹豫状态,也应该设立止损价格与止损征兆。如果大盘的运行趋势尚处于上涨或者横盘状态,则要重新分析个股的状态。　　2、因为个股原因被套。　　在大盘处于非系统风险状态下,则需要分析个股的现时状态。第一步判断个股的中线趋势,方法是参考个股的重要均线和庄家行为意图。如果是中线波段趋势变坏,应该考虑换股或者卖出；如果中线趋势还可以,则需要判断短线趋势。如果技术指标和大盘背景处于强势状态,被套的个股明显表现较弱,需要换出部分仓位,这样可以提高效率。　　、如果所买入的个股处在上升趋势，则不必止损，耐心地持有一段时间，必然会解套，甚至还会有较大盈利的可能。　　、如果所买入的个股处在平衡震荡趋势中，也不必立即止损，耐心等待该产品进入震荡循环高位，一旦解套或者损失很小的时候，应该果断离场出局。　　、如果所买入的个股处在下跌趋势，一旦确认下跌趋势已经形成，应该立即止损，决不能患得患失心存幻想。任何的迟疑和犹豫，都有可能换来深度的套牢难以自拔。　　不同的市场环境有不同的解套方案：　　1、牛市期间，市场处于高位，新进入者常面临今买明跌的情况，对高位的恐惧常使得大家割肉止损，或是在大盘阶段性调整期间，10%到20%的跌幅更是引得股民　　争相出逃。但事实是，牛市中的每次调整只是对以前获利盘的消化和整理，只要牛市的上升轨迹不变，企业依然优质，股价必然迭创新高，解套指日可待。　　2、熊市末期，股票价格处于底部区域，低于实际价值，交易不活跃，成交萎缩，盘面主要呈现横盘整理之态，此时下跌空间有限，不宜盲目做空或止损。与其一次次地遭受损失再面临选择不如牢牢捂住优质股，耐心等待，以不变应万变。　　3、轻度套牢的投资者，可以利用反弹行情解套出局，或者逢高减仓;　　4、高位套牢的投资者，也可以作出逢高部分减仓的操作，这样在下一波的行情当中可以占据心理和资金上的主动。　　做T解套的技巧：　　1、开盘后在低位震荡，但第一低点一直没破，底部在一路抬高，那么在接近翻红时，在“1”处就可以买入股票了，后面如果拉升超过2~3个点就要择机卖出了。　　假如错过“1”的机会，不要追涨，可以等直线拉升到不能再往上冲的时候，把手中的股票卖掉一点，等它下跌调整时再买进。　　2、在早盘买进，发现动力不足，又跌破黄线就要卖出了，可以等到下跌时再买回来。　　3、开盘急跌5个点以上的，就可以考虑挂单买进，等到反弹时，只要有获利，任何点位都可卖出。不要纠结是否卖在高位，只要获利即可，这是做T的要点。　　4、如果没有在低位加仓，可以考虑在急拉的时候卖出，待股价回落再接回。　　5、这个也是一样，逢高就卖出，而不是买入。很多人习惯股票涨了才做T，结果往往会越操作成本越高。　　6、个股上午拉升后一直横盘，若大盘是上涨的话，那么要考虑卖出了，等大盘跳水，它肯定比大盘跌得快的。反之，就是买入的好时机。　　7、这是个股要拉涨停板的节奏，每次拉升幅度不大，拉后稍稍横盘，第3次拉升直接拉涨停板的，不适合做“T+0”　　8、个股平稳上涨，可以考虑做T，拉升5个点后卖出，后面再拉涨停板，也不要后悔了，因为你手里还有这只股的股票，而闲置的资金短短几分钟就获利5%也差不多了。　　9、跳水急跌的个股可以做T，拉升的任何时候都可以卖出，但是切记绝对不能过夜。　　10、早盘急拉卖出手中股票做T，遇到跳水再买进。　　11、个股在早盘时，低点被一步步抬高，可潜伏准备做T，等急拉时卖出（如果没有抓住机会，可以在拉高时卖出，尾盘接回）　　该战法的操作建议：　　当投资者持有一定数量被套股票后，某天该股受突发利好消息刺激，股价大幅高开或急速上冲，可以趁这个机会，先将手中被套的筹码卖出，待股价结束快速上涨并出现回落之后，将原来抛出的同一品种股票原仓位买进，从而在一个交易日内实现高卖低买，来获取差价利润。	
12-20 	13659	0	炒股最常见的不良心态	炒股最重要的赢利法宝是什么?既不是资金，也不是技术，而是心态，是由良好赢利心态升华而来的一种自由境界。因此，在你正式寻求如何步入自由境界的法宝之前，你应当首先端正自己的炒股心态，并用正确的良好的心态来指导自己掌握扎实的基础知识和操作技术，这是步入炒股最高境界的前提条件。在这里，请你首先对照下边的问题，检查一下自己的炒股心态是否正确而良好。　　根据市场统计资料的分析结果得知，炒股最常见的不良心态如下：　　我打算在股市中迅速获利。　　赔钱实在是太可怕了。　　我的股票不能上涨得太高，否则就没有好结果。　　我不能犯错误，我必须作出正确的选择。　　如果我赔了钱，别人会怎么想。　　我必须不亏本才能卖出手中的股票。　　我只买成长股。　　所谓的投资专家什么也不懂，常常判断错误。　　我投资的钱一定要有相当比例的回报。　　我比这些投资专家聪明多。　　绝对不要买经纪人推荐的股票。　　我一定要做得比某人更有成效。　　我必须在股价降到低谷时才买进股票。　　我应该在价钱更高的价位时才出售。　　我只买配送比例高的股票。　　我必须在股价上升到最高点时才卖出股票。　　如果我炒股太成功了，周围的人会忌恨我。　　我购买的股票在股市上的表现，反映了我个人的聪明才智。　　我越有钱，越是一个有价值的人。　　我喜欢股市的新鲜刺激。　　我犯了错误，那是因为我的运气不好。　　我这次买入股票，一定要将上次的损失弥补回来。　　经纪人天天花那么多心思研究，他们永远比我懂得更多。　　我只买市盈率低的股票。　　股市是有内幕和主力操纵的，一般人根本没有获利的机会。　　我应该在股价更低时才动手。　　如果我在股市上漂亮出击，别人会十分尊敬我的。　　反正我也不缺钱，套住就套住了。　　读者朋友，请你将自己的读后感写下来，对照一下自己的真实想法，看一看你的炒股心态究竟有没有问题？　　实战经验表明，在风高浪险的股市上搏击，不管是运用哪一种实战技术或者运用哪一种分析方法，都万变不离其宗，搏击到最后，最后的赢家能够胜出的法宝，归根到底就是心态的力量升华而来的一种境界而已。　　打个比方说，这好比一位百步穿杨的神枪手，他之所以能够随时随地信手拔枪而百发百中，所凭借的已经不再是当初的套路和招式了，它所依靠的只是一种直觉、一种本能、一种素质、一种境界而已。或者说是一种“枪感”。这便是一种无招胜有招的最高境界。　　当然，要达到这种境界并不是一两天可以做得到的事情，而是需要首先养成良好的心态，并且以这种良好的心态来指导自己不断地学习证券交易基础知识，和不断地进行买卖股票的实践，通过学习和实践，不断地积累经验，当经验累加到一定程度之后，由于悟性的作用而得到升华，从而达到最高的境界。黑白我并不厉害，我关注的股票不会每一只都在暴涨，但是我能做到的就是用我良好的心态使我的账户持续不断的增值！黑白也愿意通过不断的文章分享，心态引导，去帮助大家慢慢形成“稳”、“自信”、“果断”的投资心态！　　炒股的道理其实也是一样的。　　在股票市场上，顶尖高手之所以屡战屡胜，所向披靡，并不是因为他们所运用的技术有什么特别之处，有什么特别地与众不同（有关证券交易的知识不过就那些而已，要真正了解和掌握它们并不难），而是因为他们的心态极不相同。他们对如何在股市上进行投机和投资具有相当深刻的感悟和认知，而且凭借着良好的心态作指引，从而使自己的操作达到了快准狠的地步。这才是他们与一般散户的最大区别。　　实际上，股市上的操作技术和分析方法虽然五花八门，归结起来，无非是如何买入和卖出这两个操作程序而已。条条大路通罗马，任何分析方法和实战技术都有它各自的优劣，只要适合自己运用，能够赢利，就是好技术、好方法了。所以，进入股市，屡战屡胜、不断获利的关键并不是掌握多少技术，精通了多少窍门，运用了多少方法，而是以怎样的心态来运用实战技术和分析方法来指导自己的操作　　从这个角度来说，投资者想要步入炒股的最高境界，达到运用自如，出神入化的地步，成为股市上的顶尖高手，成为股市上的真正赢家，应当首先学会培养自己正确而良好的心态，培养过硬的心理素质，惟有如此，才能最终达成自己的赢利目标。	
12-20 	9855	0	哈 哈   这 杯   酒   、一  分  银   、 不  可  太 轻	哈 哈 这 杯 酒 、一 分 银 、 不 可 太 轻 看 。。。。。。。。。 ！！！	
12-20 	10564	0	百元大票 百大600865的俗名 名字特响亮 三江购物的股价有点高不可攀 百元大票肯定会成为第二只三江购物！机会	在淅江正宗阿里新零售，唯我杭州百大集团600865可以取代三江购物做新龙头！百大，肿瘤医院，即将敲定。一个肿瘤药的概念，可以让股票翻了好几倍。百大第一目标必将突破三十元。	
12-20 	11592	0	《警惕……》	2016年5月黑龙江省冰辉投资有限责任公司法人于海波及其团伙在南京地区涉嫌非法集资，现在南京的公司已人去楼空，诈骗市民资金上亿元。主要诈骗人王雪东在逃离南京时，慌乱之中连自己的身份证都丢在了南京，并在南京等地违法出售“哈尔滨兰香食品有限公司”的股权。现已转移到北京上海深圳等地继续诈骗。南京警方现已立案。	
12-20 	10114	0	几亿股民的家庭，今年元旦春节每家少消费2千元	几亿股民的家庭，今年元旦春节每家少消费2千元	
12-20 	11090	0	打造国内早教第一品牌 皇氏集团吧002329:携手36	打造国内早教第一品牌 皇氏集团吧002329:携手36	
12-19 	13276	1	本人正式宣布，厦门信达，已经成为僵尸股，主力和狗庄都已经死翘翘了！	本人正式宣布，厦门信达，已经成为僵尸股，主力和狗庄都已经死翘翘了！	A股第一垃圾股 
12-19 	10084	0	妈的，这股到底属于什么板块，每个板块涨他都不涨，直接退市算了，别出来害人	妈的，这股到底属于什么板块，每个板块涨他都不涨，直接退市算了，别出来害人	
12-19 	11379	0	听我的，大家团结起来，不要买也不要卖，让猪利狗庄自己玩把！	听我的，大家团结起来，不要买也不要卖，让猪利狗庄自己玩把！	
12-19 	10795	0	放弃五十亿上的票，我出去逛逛，回来这垃圾还在地板上[大笑][大笑]	放弃五十亿上的票，我出去逛逛，回来这垃圾还在地板上	
12-19 	9740	0	买票 不看票是一种美德	买了的 就不要看了 没买的 别买了 这票没有买盘 天天就这样 跌起来 都是几千万的 净流出 涨的话就几百万 明显 没有买盘 所以 就不用看了 快过年了 该忙啥 忙啥	
